original_filename,new_filename,category,titleEn,titleZh
662EE69F-D424-49A5-B063-EA80C27B1265_1_105_c.jpeg,04-Adventure-Activities/queenstown-adventure-activities-04.jpg,04-Adventure-Activities,Jet Boat at the River Dock,快艇码头
6D1E28F0-F294-41B9-85B7-9B906E5B20A0_1_105_c.jpeg,04-Adventure-Activities/queenstown-adventure-scenic-flight-05.jpg,04-Adventure-Activities,Scenic Flight over Queenstown Basin,皇后镇盆地观光飞行
49D73013-7831-4325-B879-2593708A0514_1_105_c.jpeg,04-Adventure-Activities/queenstown-adventure-activities-06.jpg,04-Adventure-Activities,Scenic Flight Aircraft,观光飞行飞机
2583A282-4FBB-4D91-AC97-57448A614900_1_105_c.jpeg,04-Adventure-Activities/queenstown-adventure-activities-07.jpg,04-Adventure-Activities,Mountain Biking Adventure,山地自行车
215637af-6148-48bd-8aea-430a16779c15.png,04-Adventure-Activities/queenstown-adventure-activities-08.jpg,04-Adventure-Activities,Jet Boat in the Canyon,峡谷快艇穿越
085B1866-8D5C-4C12-81C4-00B77C863CC0_1_105_c.jpeg,05-Town-Centre/queenstown-town-centre-01.jpg,05-Town-Centre,Queenstown Lakefront,皇后镇湖滨
79A9C01A-2127-4FA3-9545-9902931194AF_1_105_c.jpeg,05-Town-Centre/queenstown-town-centre-02.jpg,05-Town-Centre,Queenstown Town Centre Street,皇后镇中心街道
32D0BD89-0298-4E1B-839B-0C1798456922_4_5005_c.jpeg,05-Town-Centre/queenstown-town-centre-03.jpg,05-Town-Centre,Waterfront Beach and Pier,湖滨沙滩与码头
112C602D-7E24-4EEB-9BE6-CAA8F324D8D6_1_105_c.jpeg,05-Town-Centre/queenstown-town-centre-04.jpg,05-Town-Centre,Autumn Trees in Town,小镇秋色
044C8E30-6EC6-496E-A792-802F8C52B200_1_105_c.jpeg,05-Town-Centre/queenstown-town-centre-05.jpg,05-Town-Centre,Harbour and Wharves,皇后镇港口
7CFD79AB-ABAD-4992-82FC-20B7AD766DC5_1_105_c.jpeg,05-Town-Centre/queenstown-town-centre-06.jpg,05-Town-Centre,Night Lights on the Lakefront,湖滨夜景
9AA1F2F9-55A2-4606-857E-F5A4B05F5AD4_4_5005_c.jpeg,05-Town-Centre/queenstown-town-centre-07.jpg,05-Town-Centre,Queenstown at Twilight,皇后镇暮色
0F9856E8-164B-4E9F-8524-D59CB85A56CA_1_105_c.jpeg,05-Town-Centre/queenstown-town-centre-08.jpg,05-Town-Centre,Lakefront Buildings and Gardens,湖滨建筑与花园
17B6FEEF-6BF8-44BD-B150-D20E56045358_1_105_c.jpeg,05-Town-Centre/queenstown-town-centre-09.jpg,05-Town-Centre,Town Centre Autumn Scene,中心秋色
96A5F051-E70B-4148-8AB4-F10326F20B1B_1_105_c.jpeg,06-Food-Experiences/queenstown-food-experiences-01.jpg,06-Food-Experiences,Fresh Bluff Oysters,新鲜布拉夫生蚝
5D272B03-38BC-43AE-B677-20544C764D35_1_105_c.jpeg,06-Food-Experiences/queenstown-food-restaurant-evening-02.jpg,06-Food-Experiences,Queenstown Restaurant Evening Ambience,皇后镇餐厅夜晚氛围
4E22559E-BB77-490C-8322-2E2A199B5EE2_1_105_c.jpeg,06-Food-Experiences/queenstown-food-evening-laneway-03.jpg,06-Food-Experiences,Evening Dining Laneway in Queenstown,皇后镇夜晚餐饮街景
B834C7D9-A88D-4AB8-844F-955361362C79_4_5005_c.jpeg,06-Food-Experiences/queenstown-food-sunset-lodge-view-04.jpg,06-Food-Experiences,Sunset Lodge Dining View,日落餐厅景观
0C0DA5F8-ADE1-49B4-85AB-5F0D8AD8C59B_1_105_c.jpeg,06-Food-Experiences/queenstown-food-experiences-05.jpg,06-Food-Experiences,New Zealand Steak Dinner,新西兰牛排晚餐
6EBFC854-8E42-4B17-893C-724FEC30150C_1_105_c.jpeg,06-Food-Experiences/queenstown-food-experiences-06.jpg,06-Food-Experiences,Walter Peak Farm Experience,瓦尔特峰农场体验
